severity	dim	location	title	fix	effort	confidence
3	D8	.github/workflows/ci.yml gate job	CI gate 直接跑 check.sh all：fresh clone 无 node_modules（npm run build 必失败）、backend/.env 未入库（docker compose env_file 缺失报错）、无依赖引导步骤	补 npm ci/uv sync/playwright install 依赖引导；或 gate 只跑 gitleaks + 结构测试	M	certain
3	D8	.github/workflows/ci.yml secrets job + git 历史	gitleaks 全史扫描每次 push 必红：SiliconFlow key 仍在 git 历史（78c77d0..eb50a92）+ test_secret_scan.py 含完整字面量 + 无 .gitleaks.toml allowlist	历史清洗（filter-repo）或 .gitleaks.toml 精确 allowlist 测试 fixture；二选一后 CI 才可能绿	M	certain
FIXED	D9	analysis_queue; db/operations.py:84,106; worker.py:811	analysis_queue 已完成记录无限增长无清理：593 行全部 status='done'（生产快照 2026-05-10~07-28），仅面经/JD 删除或 admin 全清时删除，无按龄清理；status 无 CHECK 约束；question_detail_id 无 FK 累积 19 条孤儿（对应已硬删 questions_detail）	增加定时清理任务删除 status IN ('done','failed') 且 created_at < now-N 天的记录；为 analysis_queue.question_detail_id 补 FK(或 ON DELETE CASCADE/显式清理) 消除孤儿；status 加 CHECK	M	high
3	D9	app/routers/practice.py:395 与 表 user_practice_history、user_question_view	user_practice_history 与 SM-2 复习系统双写同一评估：self_check(/api/evaluate-answer) 同一答案+分数同时写 user_practice_history(practice.py:395) 又调 record_review 写 user_question_review+practice_review_events(practice.py:412, practice_review_service.py:67/151)；用户答案另由 /save-user-answer 写 user_question_view.user_answer(answers.py:192)，practice_deck_service base_query 读 user_answer 而 insights.py:137/analytics 读 user_practice_history——同一问题同一用户的答案/评分存在两套并行权威源，0 行旧表仍为活跃写路径，易产生双写不一致	统一答案存储：自检评估只写 review 体系(user_question_review+practice_review_events)，user_practice_history 仅保留为只读兼容或删除；user_answer 收敛到 user_question_view 单列	M	high
3	D14	backend/app/routers/auth.py:287,684 + test_email_unique.py	【本轮新】migration 079 后并发重复 email：_create 泛 except Exception → 500（应 409）；_insert_user 裸 INSERT 无 try 漏到全局 handler；测试只测 DB 层未测路由	注册两路径捕获 sqlite3.IntegrityError 转 409；补 API 级并发测试	S	certain
3	D14	backend/app/routers/auth.py:661-693,634-647（及 263-281,802-838）	注册/绑定邮箱并发 check-then-insert 依赖 migration 079 唯一索引兜底，但竞态现表现为未捕获 IntegrityError→500（非 409）	在 INSERT/UPDATE 处捕获 sqlite3.IntegrityError 映射为 409，或 INSERT OR IGNORE + 行数判定	S	certain
3	D5	backend/app/routers/{answers,chat,practice,coding}.py	LLM 消耗端点无 per-user 配额——上轮 🟡 未修	per-user 每日配额或移除 fallback	M	certain
3	D14	backend/app/services/email_service.py:195-224	verify_code 双用竞态（无兜底 check-then-act）：读 used=0 与标记已用分属两次独立连接事务，无序列化，同一有效码可被两个并发请求同时消费；_mark_code_used 的 WHERE used=0 只防第二次 UPDATE，不防第二次授权	验证与标记合并进同一事务（BEGIN IMMEDIATE）原子提交，或先原子 UPDATE 标记再按影响行数判定 return False	M	certain
3	D4	backend/app/services/email_service.py:195-230	验证码无 per-email 锁定——上轮 🟡 未修	失败计数+5 次作废+8 位码	S	certain
FIXED	D9	backend/data/interview-boss.db + backend/app/db/connection.py:35	FK 孤儿数据 1319 行（历史遗留：e3936da 启用 foreign_keys=ON 前级联从未生效，硬删父行留孤儿）	一次性清理迁移：DELETE 孤儿 chat_messages/asked_questions/question_sources/…，迁移前自动备份；新增 PRAGMA foreign_key_check 回归测试防复发	M	high
3	D3	backend/tests/infra/test_arq_integration.py + conftest.py mock_redis	Redis/ARQ worker 关键路径纯 mock-only，无真实 Redis 集成测试——上轮 🟡 未修	加 RUN_REAL_REDIS=1 集成测试用 compose redis 真实入队/消费一次	M	certain
3	D3	backend/tests/security/test_secret_scan.py:20 + backend/tests/infra/test_check_secrets.py:27	测试文件将真实 sk- API key 字面量写入仓库（backend/CLAUDE.md 禁止测试硬编码敏感信息）；修复扫描器后门禁会命中自己的 fixture（现 tests 目录已排除，但 key 字面量仍在测试文件里）	将字面量改为拼接/环境变量/外部夹具，避免仓库出现可 copy 凭据	S	certain
3	D6	deploy/docker-deploy.sh do_backup	无 restore 命令/恢复演练——上轮 🟡 未修	do_restore+runbook	M	probable
3	D9	docker-compose.yml test 服务 volumes ./backend/data (rw)	test 容器仍读写挂载生产 data 卷——上轮 🟡 未修	独立测试数据卷	M	probable
3	D6	docker-compose.yml worker 段	ARQ worker 无 healthcheck——上轮 🟡 未修	加健康探针+do_status 显示	S	certain
3	D13	docker-compose.yml:44-45 HF 缓存硬编码 /home/ubuntu/.cache/huggingface	新机器首次启动挂空 root 致 embedding 静默失效——上轮 🟡 未修	HF_CACHE_DIR 参数化	M	probable
FIXED	D9	docs/（无架构文档）	schema 文档缺失：80 个迁移 67 张表无 docs/architecture/schema.md，迁移 080 已在途	生成 docs/architecture/schema.md（表清单/列/索引/ER 简图/软删与 owner 约定），纳入 CLAUDE.md 维护流程	M	high
FIXED	D9	email_verification_codes; email_service.py:83-93; analytics.py:328	邮箱验证码过期记录不清理且缺失效索引：941 行中 936 已过期、847 已 used，仅 admin 全库重置删除，无按龄清理；idx_email_codes_email(email,purpose,used) 不含 expires_at，按 expires_at 清理需全表扫描；user_id 无 FK(当前孤儿 0)；code 明文(6 位短码,可接受)	worker 增加定时清理 DELETE FROM email_verification_codes WHERE expires_at < now(或 used=1 且超龄)；补 idx_email_codes(expires_at) 或并入现有复合索引	S	high
3	D15	frontend/src/components/common/AppTooltip.vue:31-38（SettingsAdmin.vue:296-301、SettingsInterview.vue:250-259、ChatView.vue:155/160）	AppTooltip 的 text 仅作为 hover/focus 的 TooltipContent，触点设备（supportsHover=false）时回退渲染裸 slot，icon-only 破坏性删除按钮（删除公开分类/删除岗位）完全无 accessible name（WCAG 4.1.2）——上轮 icon-only a11y 🟢 升级	AppTooltip 透传 aria-label；supportsHover=false 分支渲染 sr-only	S	certain
3	D3	git log 96d25f2..ccd5e56（最近 15 条 fix）	regression-after-fix 73%：最近 15 条 fix 仅 11 条带回归测试（<80% 红线）——上轮 🟡 未修	为缺失回归的 fix 补测试；CLAUDE/test-files.md 固化 ≥80% 规则	S	certain
FIXED	D9	interview_asked_questions / backend/app/db/operations.py:1130	interview_asked_questions 全列缺 FK 且 question_bank/jd 硬删无对应清理，产线已积累 1860 个题孤儿(83%)+2235 会话孤儿+1 用户孤儿，foreign_key_check 因无 FK 完全检测不到	加 FK: question_id→question_bank.id、conversation_id→chat_conversations.id(ON DELETE CASCADE)、user_id→users.id；附一次性迁移清理现存孤儿行；`primary key_check`/`foreign_key_check` 纳入迁移回归	L	high
FIXED	D9	jobs/job_payloads/task_logs; job_lifecycle.py:61,396,420,429; migrations/jobs.py:114,127	jobs 体系无留存清理且含冗余/哨兵列：全库无任何 DELETE FROM jobs，302 行含 278 已完成长期常驻(job_payloads 291 行)；error 与 last_error 双列在同一 UPDATE 同写(100% 冗余,快照 19 行两列恒一致)；available_at TEXT NOT NULL DEFAULT '' 空哨兵(274/302)，与 cluster_review_tasks/chat_side_effect_jobs 的 DEFAULT CURRENT_TIMESTAMP 不一致，多个 INSERT(job_lifecycle/bank_build/submit/embedding)省略该列依赖 '' 哨兵	新增定期保留期清理(如删除 status IN ('completed','failed') 且 created_at < N 天)；合并 error/last_error 为单列；jobs.available_at 默认值改 CURRENT_TIMESTAMP 并对现有 '' 回填	M	high
FIXED	D9	quality_issue(qb_id) / backend/app/db/quality_issue_identity.py:176	quality_issue.qb_id NOT NULL 无 FK，question_bank 硬删后沉淀 7 条孤儿（快照实测 qb 6116/6255/6279/6376/6144/6259/5947），serialize_issue 读不到题面	为 qb_id 加 REFERENCES question_bank(id) ON DELETE CASCADE 或清理迁移将孤儿 status 置 superseded，避免卡片永久残废	S	high
3	D9	question_bank(sources,original_questions) / backend/app/services/source_health.py:128-249	JSON 双写列与规范化表漂移：快照实测 sources 4 行、original_questions 4 行不一致（JSON 含 xsec_token URL 未落 question_sources 表）；依赖 weekly cron 检测而非写入强制	在写路径统一走 sync_question_bank_sources 事务内同步，并对存量跑 fix_source_consistency；将双写一致性纳入写入事务校验（失败回滚）	M	high
FIXED	D9	question_fts.sql / backend/app/services/fts_service.py:340,368,453-467	FTS5 索引与 question_bank 失步：sync_fts_entry/delete_fts_entry 无任何生产调用（仅测试用），FTS 只在 migration 025 填充一次，删除/合并/清空路径均不同步	将 sync/delete 挂到所有 question_bank 硬删与写入路径（mutations.py:377/380、bulk.py:142、compact.py:266、analytics.py:334 清空须清 question_fts）；新增 question_bank.id 变更的 FTS 重建任务	M	high
3	D3	scripts/check.sh	【2026-08-14 部分修复】check.sh 已新增 line_guard(1500 行 blocking) + ruff/eslint audit WARN; 但 backend 全量 pytest 仍未纳入日常门禁(只跑 3 个结构文件+1 smoke)	backend 全量或关键子集	S	certain
3	D11	全仓	无隐私政策/账号删除/sub-processor 文档——上轮 🟡 ×3 未修	上轮方案	M	certain
2	D8	.githooks/commit-msg（已入库 b9e980f）	commit-msg 已入库但依赖本机 core.hooksPath，fresh clone 无任何 hook（无安装脚本、无 pre-commit）——上轮 🟢 未修	新增 .githooks/install.sh 写 core.hooksPath=.githooks，并在 setup 文档/CI 调用	S	certain
2	D7	.github/（无 dependabot.yml/renovate.json）	无自动依赖更新（Dependabot/Renovate），Vite/uvicorn 等显著滞后没有机器人驱动升级与 CVE 提醒——上轮 🟢 未修	新增 .github/dependabot.yml（python-uv + npm，daily 自动 PR）或启用 Renovate	S	certain
FIXED	D2	CLAUDE.md:7 + backend/CLAUDE.md:65	CLAUDE.md 声称 Python 3.10（实际 3.12）；include_router 声称 18（实际 22）——上轮 🟢 未修（2026-08-14 已修: 根 CLAUDE.md 改 Python 3.12, backend/CLAUDE.md include_router 18->22）	2026-08-14 已修: 根 CLAUDE.md 改 Python 3.12, backend/CLAUDE.md include_router 18->22	S	certain
2	D4	backend/.env（ADMIN_PASSWORD 长度 8）	生产管理员密码仍 8 字符——上轮 🟡 未修	≥16 字符随机密码并轮换	S	certain
2	D14	backend/app/db/connection.py:32; routers/data.py:500-566,592-643,665-718,889-925; db/operations.py:52-115	多语句级联写（面经/JD 软删级联、restore、update、_purge_soft_deleted）无显式 BEGIN/ROLLBACK，原子性隐式依赖 Python 3.12 遗留 isolation_level=''（connect 未设 isolation_level，实测缺省 '' 给 DML 隐式 BEGIN，with conn 异常时回滚）；运行时一旦改为 isolation_level=None(autocommit) 或默认值变更，这些级联静默退化为非原子	在 get_db_connection 显式设定 isolation_level 并给多写路径补显式 BEGIN/ROLLBACK 兜底	M	certain
2	D9	backend/app/db/migrations/__init__.py + jobs/analysis_queue/cluster_review_tasks/interview_distribution_refresh_jobs/chat_side_effect_jobs/task_logs	任务持久化碎片化：6 套队列表各自为政（jobs+payloads / analysis_queue / cluster_review_tasks / distribution_refresh_jobs / side_effect_jobs / task_logs）	新任务类型优先复用 jobs 表（job_type 维度）+ job_lifecycle；存量表冻结不再扩张；评估 jobs 留存清理策略	L	medium
2	D4	backend/app/db/operations.py + routers/profile_pkg/llm.py	用户自带 LLM/搜索 API key 明文落库无加密——上轮 🟡 未修	Fernet 加密 api_key 字段（env 派生密钥），读取时解密	M	certain
2	D4	backend/app/db/queries.py:72-97 + routers/questions.py:114/118/359	统一 SQL 片段生成 helper 未对入参(table_alias/bank_mode/user_id)声明显式契约；当前安全仅因其调用方全传常量 'qb'、DB 整型 id、白名单 filter_mode(否则 ValueError)。建议补 docstring/asserts 固化入参契约，防长期维护误用产生新注入面	docstring/asserts 明确入参契约(identifier regex + int coercion)	S	certain
2	D4	backend/app/db/queries.py:89-96 (get_dynamic_frequency_sql)	动态频率 SQL 子查询把 user_id 和 table_alias 直接 f-string 插入 SQL；当前仅靠「所有调用方都传 DB 整型 user['id'] + 常量 'qb'」保持安全：把 user_id 强转 int(user_id)，并对 table_alias 加白名单校验(^[a-zA-Z_][a-zA-Z0-9_]*$)与注释，防未来调用方误传可控标识符/非整型	double-validate identifiers: int(user_id) + table_alias regex 白名单 + 注释	S	certain
2	D14	backend/app/routers/auth.py:62-85	login _record_failure SELECT-then-INSERT（login_failures.username UNIQUE）：并发失败对同一新用户名→一个抛未捕获 IntegrityError→500	改成 INSERT OR IGNORE / ON CONFLICT(username) DO UPDATE 自增	S	certain
2	D14	backend/app/routers/auth.py:802	bind-email / reset-password 未捕获 IntegrityError：bind_email_with_token 的 UPDATE 直接 commit，并发绑定时唯一索引冲突抛 500	同样捕获 IntegrityError 转 409	S	certain
2	D9	backend/app/routers/chat.py:441 + agents/chat/nodes.py:1445	chat 加载关联 JD 内容未过滤 deleted_at：SELECT content/job_title FROM jd WHERE id=? 无 deleted_at 过滤，已软删 JD 内容仍进 LLM 上下文	加 AND deleted_at IS NULL	S	certain
2	D9	backend/app/routers/data.py:613-628	JD 批量删同 URL 多 owner 行仅取首个 owner_scope，级联不完整：owner_scope=next(...) 对同 url 多 owner 只清洗/级联一个 scope，其余 owner 的 interview/details 未级联（欠删，产生「JD 已删但面经仍活」半删态）	改为按 (url,owner) 逐对级联	S	certain
2	D9	backend/app/routers/data.py:687-692	JD restore 级联无 owner 限定，反查全 owner 软删面经/明细：删除侧(543-552/620-628)用 owner_id IS ? 限定，restore 侧(686-692)是裸 WHERE url=? 与 url=?(questions_detail)，会撤销其他用户同 URL 的软删记录	restore 更新应加 owner_id IS ?（对称于删除路径）	M	certain
2	D14	backend/app/routers/data.py:925-937	update_generic_data 对 interview 的 url/questions_list 做 UPDATE 并 COMMIT 后，才在事务外调用 submit_interview_reprocess_job 提交独立 durable 重处理任务；若任务提交/执行失败，interview 已编辑但其 question_sources/question_bank 贡献与 typed facts 未按新内容重派生，派生状态陈旧	重处理任务设为必达且带失败告警/重试；或在提交前校验重派生前置条件	M	certain
2	D14	backend/app/routers/practice.py:216-239 / practice_review_service.py:114-169	复习提交无幂等键：前端/网络超时重发会双写 practice_review_events 并二次推进 SRS review_count	请求加幂等键，事件表加 (user_id,question_bank_id,idempotency_key) 唯一约束可重放去重	S	certain
2	D9	backend/app/routers/profile.py:106,187	季节下拉读取 interview 未过滤 deleted_at，软删面经进用户可见下拉：两个 SELECT DISTINCT season FROM interview 无 deleted_at IS NULL，软删面经的季节污染 available_seasons/active_season	加 AND deleted_at IS NULL	S	certain
2	D14	backend/app/routers/questions_pkg/mutations.py:155-193,409-472; bulk.py:194-245	拆分/合并/删除聚类后，代表题统一问题在变更事务 COMMIT 之后才用 generate_unified_question 在独立事务 best-effort 重生成，LLM/DB 失败被 except 捕获仅 logger.warning，导致代表题 question 与 original_questions 语义失配（代表题陈旧）——部分完成路径而非半写	将代表题重生成纳入同一事务（提交前先算好 unified）或改为必达 durable 任务（复用 cluster_review lifecycle outbox）并在失败时补偿	M	certain
2	D14	backend/app/services/email_service.py:81/159/216	datetime.now() 本地 naive 时间处理——上轮 🟢 未修	统一 tz-aware UTC	M	needs-verification
2	D14	backend/app/services/fts_service.py:70-76	_idf_cache 模块级缓存永不失效——上轮 🟢 未修	增删条目时重置	S	certain
2	D14	backend/app/services/fts_service.py:70-76 _idf_cache	FTS IDF 缓存永不失效：题目增删后 RRF 权重永久陈旧——上轮 🟢 未修	sync_fts_entry/delete_fts_entry 与批量重建时重置 _idf_cache	S	certain
2	D14	backend/app/services/job_lifecycle.py:40-73,76-116,119-156	create_cluster_rebuild_job / create_quality_review_scan_job / create_interview_reprocess_job 复用型任务 check-then-insert 无兜底（随机 UUID 幂等键使 uq_jobs_idempotency 索引永无法去重），并发双建任务/重复投递 LLM	对『同一逻辑任务』改用稳定幂等键/部分唯一索引，或 INSERT 前 BEGIN IMMEDIATE 串行化	M	certain
2	D10	backend/app/services/llm.py:758-762 + agents/shared/state.py:39	LLM 成本追踪缺失（无 usage 落库/无成本模型）——上轮 🟢 未修	新增 llm_usage 表捕获 response.usage 落库，建立 cost-per-user 模型	M	certain
2	D1	backend/app/services/llm.py:890 + llm_judge.py + unmerged_quality.py + memory_labels.py	LLM 输出容错 JSON 解析逻辑重复 ×4（llm_judge 已立项作共享归宿但未迁完）——上轮 🟢 未修	llm_judge.parse_json_* 成为唯一实现，其余 3 处 import 复用	S	certain
2	D1	backend/app/services/pipeline/batch_v2.py	上轮死模块结论修正：非仅 inspect.getsource 引用——verify_compaction_real.py:83 与 3 个测试文件真实 import compact_singletons_in_db_v2；生产仍无调用	删除模块并把回归点固化为契约注释，或显式标 deprecated	S	certain
2	D14	backend/app/services/pipeline/queue.py:183-218	cluster_batch 攒批窗口同样 check-then-insert（随机 UUID 键），并发导入可双建 job（队列表消费本身原子故无双处理，仅重复 job/浪费）	按 owner 建单 active job 的部分唯一索引或稳定攒批键	M	certain
2	D4	backend/app/services/practice_deck_service.py:248-252 (_difficulty_condition)	difficulty 条件用 f-string 插值 qb.difficulty LIKE '{deck_key.upper()}%'；安全仅依赖同函数内 deck_key in {'l1','l2','l3'} 白名单门（否则返回 '1 = 1'）。建议在插值处显式注释/断言，独立校验 deck_key，避免依赖上游 get_deck_definition 的隐式过滤	explicit assert/whitelist comment at interpolation; independent deck_key validation	S	certain
FIXED	D1	backend/app/services/worker.py:1(1685) + llm.py:1(1554)	worker.py/llm.py 超 1500 行无 docstring 说明规模成因——上轮 🟢 未修（2026-08-14 已拆: worker 1805->1388(worker_enqueue/worker_scheduled), llm 1565->1319(llm_converters)）	2026-08-14 已拆: worker 1805->1388(worker_enqueue/worker_scheduled), llm 1565->1319(llm_converters)	M	certain
2	D6	backend/app/worker.py WorkerSettings.cron_jobs + do_status	6 个 ARQ cron 无 LastRunAt/失败可见性，worker 按需关闭时 compaction/quality-audit/source-health 静默缺跑——上轮 🟢 未修	DB 记录每 cron last_run_at/status + worker 心跳，admin 只读端点或 do_status 汇总展示	M	probable
2	D9	backend/data/ + backups/	备份与生产库同盘/同卷（SPOF）：目录被删同时丢失真库与就地备份；backups/ 残留 7 月裸 cp 的 -wal/-shm 文件——上轮 🟢 未修	备份移出生产 data 卷并多轮归档；清理残留文件	M	probable
2	D3	backend/tests/coding/test_coding.py + auth_client 重复定义	手撕代码关键路径测试单薄：无越权操作他人题/超长代码/恶意 markdown 边界；auth_client fixture 每文件重复——上轮 🟢 未修	补 coding 越权/超长/恶意输入用例；auth_client 收敛进共享 conftest.py	S	certain
2	D3	backend/tests/security/*.py	对抗性 fuzz corpus 缺失：无 SQL 注入语料、无 Unicode 代理对/零宽/换行边界、无 1MB 超长、无 property-based 测试——上轮 🟢 未修	为 auth/login/submit/master-bank 增加注入语料+Unicode 边界+1MB 输入用例，hypothesis 属性化 fuzz	M	certain
2	D14	backend/tests/security/test_email_unique.py	test_email_unique 只测 DB 层唯一约束，未覆盖应用层注册路由对 IntegrityError 的响应（新测试缺口）	补 API 级测试：并发/重复 email 注册断言 409 而非 500	S	probable
FIXED	D9	chat_conversations(jd_id) / backend/app/db/operations.py:113	chat_conversations.jd_id INTEGER 无 FK 到 jd，且 jd 存在硬删路径(operations.py:113 DELETE FROM jd、analytics.py:331 清表)，删除后会话残留悬空 jd 引用；产线 0 行使用 jd_id(JD 文本每轮 live SELECT content)，故为 latent 缺口而非现役问题	为 jd_id 补 FK(或注解为快照引用按需外键)；确定 JD 软删策略并在删除路径同步清理会话引用；resume_text 为创建时快照副本属有意设计无需改动	S	medium
2	D9	chat_memories(source_job_id/expires_at) / backend/app/services/chat_service.py:2036	chat_memories provenance 列产线全空(295 行 source_turn_id/source_job_id/expires_at 均 0 非空)；source_job_id 无 FK 到 chat_side_effect_jobs(id TEXT 类型匹配，非 jobs.id 错配)；expires_at 写入路径从不设置→无记忆物理过期、仅查询过滤	确认 source_job_id 参照语义并补 FK 声明；决定 expires_at 是否接入清理任务(无则删列或留作扩展)；durable side-effect 特性启用后再回填	S	medium
2	D9	chat_tool_traces / chat_side_effect_jobs / assistant_generations / chat_candidate_sets / interview_events	新 chat 表群产线零使用(0 行)；chat_tool_traces 无任何 INSERT 写入方(死表)却无 FK 且 delete_conversation:1087 手动清理；chat_candidate_sets.selected_item_id 无 FK 到 question_bank(question_id 参照)	清理未启用表或将缺 FK 的表按启用时补齐；tool_traces 若启用需补 conversation_id/message_id FK 并验证 sanitized_args_json 脱敏写入	M	medium
2	D13	docker-compose.yml:204 GATEWAY_BASE_URL=${GATEWAY_BASE_URL:-https://interviewboss.online}	compose 兜底硬编码生产公网地址——上轮 🟢 未修	通过私有环境变量覆盖	S	certain
2	D7	frontend/package.json:25 vite ^4.4.5（lock 钉 4.5.14）	Vite 落后 4 个大版本（最新 8.2.1），构建链/生态/安全修复落后——上轮 🟢 未修	vite 升 ^7/^8 + @vitejs/plugin-vue 同步升级，npm ci 后重跑 build 验证	M	certain
2	D16	frontend/src/components/business/PracticeStarChart.vue:47-103 + PracticeQuadChart.vue:33-84	共享 porcelain token 模块 src/utils/chartTokens.js 已存在且 7 图消费，仅这 2 组件绕过模块内联重复同一套 hex（约 20 处）——上轮 D16 🟢 范围从 6 图收敛到 2 图	改 import { porcelain } from '@/utils/chartTokens.js'	S	certain
2	D9	interview(owner_id)/jd(owner_id) / backend/app/db/migrations/question_bank.py:67,240	interview/jd 的 owner_id REFERENCES users(id) 无 ON DELETE，与 chat/coding/practice 的 ON DELETE CASCADE 不一致；当前无 delete_user 端（潜伏），未来删用户会 FK 失败	统一 users 关联的 ON DELETE 策略（面经/JD 存量建议级联删除或 SET NULL），并在删除用户流程补清面经/JD 关联	S	needs-verification
FIXED	D9	login_failures; routers/auth.py:41-91	login_failures 无清理且锁定时间格式与全库不一致：失败尝试写入任意 username(_record_failure)累计 14 行、10 行 orphan(如 wronguser/test_admin 非库内用户)，仅在成功登录或过期解锁时删除，无留存清理(受 /login-form 与登录攻击放大)；locked_until REAL 存 epoch 秒，与全库 TIMESTAMP 文本格式混杂；username 无 FK	worker 增定期清理(如 locked_until=0 且 updated_at<N 天)；统一 locked_until 用 TIMESTAMP 文本(需同步改 _check_lockout/_record_failure 比较逻辑)	S	medium
FIXED	D9	mcp_sessions.updated_at(INTEGER) / login_failures.locked_until(REAL) / jobs.available_at(TEXT DEFAULT '')	时间戳格式混杂：INTEGER epoch / REAL epoch / TEXT 空串哨兵与全库 datetime('now') 文本并存	统一 ISO-8601 TEXT + DEFAULT CURRENT_TIMESTAMP；jobs.available_at 去掉 '' 哨兵改 NOT NULL DEFAULT CURRENT_TIMESTAMP	M	high
2	D13	oauth-gateway/auth.py:18-22 + docker-compose.yml:200	OAUTH_SECRET_KEY 空展开时静默随机生成（compose 注释称会告警但实际无任何日志）；每次 docker compose up 重建进程即换新签名密钥，1h access token 全量失效（refresh 为 DB 不透明存储可重认证）——低危可用性 churn 非泄露	启动时检测空 OAUTH_SECRET_KEY 显式 log 告警；docker-deploy.sh 预检提示设置强随机值	S	certain
FIXED	D9	practice_decks(deck_key) + user_question_review(UNIQUE(user_id,question_bank_id))	重复唯一索引：表级 UNIQUE 与显式 UNIQUE INDEX 并存（idx_practice_deck_key / idx_uqr_user_question）	删除两个显式唯一索引，保留 sqlite_autoindex；写迁移验证索引重复清理	S	high
2	D7	pyproject.toml uvicorn==0.24.0	uvicorn 硬钉 0.24.0（最新 0.52.2），2 年多未随上游——上轮 🟢 未修	放开为 uvicorn>=0.30 并升级重测	S	certain
2	D4	pyproject.toml:15-17	python-jose(2021 停更)/passlib(2020 停更) 仍在依赖——上轮 🟡 未修	迁 PyJWT + argon2/bcrypt 直连	M	certain
FIXED	D1	pyproject.toml（无 [tool.ruff]/[tool.mypy]）+ frontend（无 eslint/biome）+ tsconfig（非 strict）	全仓 Python+Vue 零静态检查（约 500 源文件）——上轮 🟢 未修（2026-08-14 已接入: pyproject [tool.ruff](E4,E7,E9,F)+[tool.mypy], frontend eslint.config.js flat config; 前端为纯 JS 无 tsconfig）	2026-08-14: ruff/mypy/eslint 已进 check.sh audit	M	certain
2	D9	question_bank.vector	死列：vector TEXT 仅迁移脚本触碰（data_repair.py 置 NULL），现役向量列为 embedding BLOB	归档/清理死列（可并入大迁移），先确认无查询引用	S	high
FIXED	D9	refresh_tokens(expires_at,created_at); core/auth.py:306-313,262-271	refresh_tokens 过期清理无索引且同表时间戳格式混用：cleanup_expired_refresh_tokens 按 expires_at < iso 全表扫描(无索引)；expires_at 存 ISO 带时区、created_at 存 SQLite CURRENT_TIMESTAMP(空格无时区)两种格式并存；靠每用户上限 10 条(核心 auth.py)限制总量	补 idx_rt_expires ON refresh_tokens(expires_at)；created_at 统一存 ISO(迁移历史行)	S	high
2	D9	routers/profile_pkg/email.py:17-19,29,40; users(email)	绑定/更换邮箱路径未归一化：BindEmailRequest 无 field_validator(对比 auth.py 注册/登录/绑定全部邮箱路径均 .lower().strip())，_update_user_email/auth.py 与 _check_email_taken 大小写敏感写库，配合 idx_users_email_unique(BINARY) 可绑大小写变体邮箱伪造第二登录身份、邮箱登录(已 lower)将失配	给 BindEmailRequest.email 增加与 auth.py 一致的 field_validator 做 lower+strip	S	high
