severity	dim	location	title	fix	effort	confidence
3	D3	backend/tests/infra/test_arq_integration.py（全 mock）+ conftest.py mock_redis	Redis/ARQ worker 关键路径纯 mock-only，无真实 Redis 集成测试（LLM 有 MockTransport 契约 + opt-in live_llm 缓解，Redis 无对应真实层）	加 RUN_REAL_REDIS=1 的 arq/worker 集成测试用 compose redis 真实入队/消费一次	M	certain
2	D3	backend/tests/security/*.py	对抗性 fuzz corpus 缺失：无 SQL 注入语料、无 Unicode 代理对/零宽/换行边界、无 1MB 超长、无 property-based 测试	为 auth/login/submit/master-bank 增加注入语料+Unicode 边界+1MB 输入用例，hypothesis 属性化 fuzz	M	certain
2	D3	backend/tests/coding/test_coding.py（21 用例单文件）+ auth_client 三处重复定义	手撕代码关键路径测试单薄：无越权操作他人题/超长代码/恶意 markdown 边界；auth_client fixture 每文件重复	补 coding 越权/超长/恶意输入用例；auth_client 收敛进共享 conftest.py	S	certain
2	D10	backend/app/services/llm.py:758-762 + agents/shared/state.py:39	LLM 成本追踪缺失（无 usage 落库/无成本模型），LLM 为主要可变成本（全局+每用户 key+embedding+Deepgram）	新增 llm_usage 表，llm.py 捕获 response.usage 落库，建立 cost-per-user 模型	M	certain
2	D10	docs/（无 latency/benchmark 文件）	无延迟基线/benchmark：2c4g 单机 + 已运营站点，p50/p95 无测量	补一次代表请求 p50/p95 基线并记录	M	certain
3	D11	全仓（无隐私页面；LoginModal 注册无同意勾选；docs/ 无 privacy）	无隐私政策/用户协议且注册无知情同意（PIPL 第 13/17 条告知义务；上一审计评 🔴 至今未落地；无 EU/付费用户证据故按 PIPL 口径报 🟡）	新增隐私政策+用户协议页（前端路由+页脚）；注册表单加必选同意勾选，列明数据类别/用途/第三方	M	certain
3	D11	backend/app/routers/auth.py:435（仅注销登录态）+ profile_pkg 无账号删除	无账号删除/注销路径与数据导出：用户数据永久留存（PIPL 第 47 条删除权；上轮 🔴 未落地）	实现 delete-account 接口（级联硬删或匿名化，审计保留但脱敏 PII）+设置页二次确认；补导出接口	L	certain
3	D11	docs/（无 privacy/data-flow.md）+ README.md:357	无 sub-processor 清单与数据流向文档（OpenAI 兼容 LLM/SiliconFlow/Deepgram/邮箱/search provider 未记录）	新建 docs/privacy/data-flow.md：数据类别→存储位置→第三方处理者+用途地域	M	certain
1	D16	frontend/src/components/business/PracticeStarChart.vue:50-58（+Heatmap/QuadChart/TrendChart/DifficultyChart）	porcelain 图表色板硬编码 hex 多组件重复未 token 化（#EDEFF1/#081F5C/#334EAC 等，约 6 图表）	抽为全局 CSS 变量或 tailwind theme 色（chart-*），组件通过 token 引用	M	certain
1	D15	frontend/src/views/PracticeDecksView.vue:51	自定义题单删除用原生 window.confirm 与应用统一 ConfirmDialog 割裂	改用 useConfirm()/ConfirmDialog	S	certain
1	D15	frontend/src（可交互 icon-only 控件缺 aria-label，如侧栏折叠）	少量 icon-only 交互控件缺 aria-label（WCAG 4.1.2）	对可交互 icon-only @click 控件补 aria-label 或 sr-only 文本	S	probable
3	D6	docker-compose.yml worker 段 + deploy/docker-deploy.sh do_worker_up(L371-373)	ARQ worker 无 healthcheck：死亡/未连上 Redis 时静默停摆（承载全部 cron 与 durable job），--wait 视为就绪，do_status 不报健康	给 worker 加 healthcheck（如暴露 /health 探针）；do_worker_up 校验真实就绪；do_status 显示 worker 最后活动时间	S	certain
3	D6	deploy/docker-deploy.sh do_backup/do_update；git log 无 restore 记录	无 restore 命令/恢复演练/恢复文档——备份从未验证（backup 方式本身已 WAL 安全，但 RPO/RTO 未定义、无取回路径）	新增 do_restore <backup.db>（停服→.backup 回灌→校验 schema+抽样），写一页恢复 runbook 并季度演练一次，deploy/CLAUDE.md 标注 RPO/RTO	M	probable
2	D6	docker-compose.yml nginx/oauth-gateway 服务段	nginx 与 oauth-gateway 无 healthcheck（仅靠 depends_on backend healthy）	nginx 加 curl 探活；oauth-gateway 加 /healthz 并配置 healthcheck	S	certain
2	D6	docs/（无 runbook/recovery/ops）+ deploy/docker-deploy.sh do_diagnose	无 runbook：DB 宕/上游 5xx/限流/磁盘满/OOM 五类高频故障仅磁盘诊断有覆盖	docs/ 新增 runbook/ 覆盖五类故障的恢复步骤	M	probable
2	D6	backend/app/worker.py WorkerSettings.cron_jobs(L1676-1685) + do_status	6 个 ARQ cron 无 LastRunAt/失败可见性，worker 按需关闭时 compaction/quality-audit/source-health 静默缺跑	DB 记录每 cron last_run_at/status + worker 心跳，admin 只读端点或 do_status 汇总展示	M	probable
3	D9	docker-compose.yml test 服务 volumes ./backend/data（rw）+ backend/app/core/config.py:9-13 DB_PATH	test 容器读写挂载生产 data 卷，DB_PATH 指向真库；conftest.py:183-186 仅靠 _local.conn 拦截且注释自述『会走到真实 DB_PATH 连接生产库』——任何未走 fixture 的路径（TestClient 线程等）可读写/迁移生产库	test 服务改挂独立测试数据卷（如 ./backend/test_data）或 TEST_DB_PATH 环境覆盖；保留 conftest 兜底断言拒绝真实路径	M	probable
2	D9	backend/app/db/connection.py:41-48 init_db()（未开 PRAGMA foreign_keys）vs :35 运行时连接	迁移连接未开外键约束，migration 019 等依赖 FK/CASCADE 的迁移在迁移期不受约束，与消费期语义不一致	init_db() 连接创建后显式 PRAGMA foreign_keys=ON	S	certain
2	D9	backend/app/db/migrations/practice_defaults.py:8（DELETE）、auth.py:175-176（DROP legacy）、data_repair.py:355（DROP old）	迁移含受控破坏性语句 ×3（057 DELETE 系统题单种子、012 DROP 遗留表+文本匹配回填有损风险）；020 已注释禁用	破坏性语句加迁移注释+审批留痕+回填匹配率确认；020 保持禁用至写路径全切	M	probable
2	D9	backend/data/（interview-boss.db + backup_before_*.db 同目录）+ backups/（含 *.db-wal/-shm 残留）	备份与生产库同盘/同卷（SPOF）：目录被删同时丢失真库与就地备份；backups/ 残留 7 月裸 cp 的 -wal/-shm 文件	备份移出生产 data 卷并多轮归档；清理 backups/*.db-wal/-shm 与 0 字节残留；restore 目标卷隔离	M	probable
1	D12	backend/app/routers/profile_pkg/llm.py:63-69 test-global → services/llm.py:386-399	全局模型连通性探测为同步 HTTP 请求最长 120s（async 不阻塞事件循环，但管理面按钮无进度）	可选：改后台 job+轮询/SSE，按钮显示进行中状态	S	needs-verification
4	D1	backend/app/services/chat_service.py:1（2395 行，上轮 2289）	shrink: chat_service.py 超 1500 行方法红线且持续膨胀（+106 行/8 天），1 行 docstring 未说明规模成因	拆为 app/services/chat/{turns,messages,memories,side_effect_jobs}.py，router 层 re-export 保持稳定	L	certain
4	D1	backend/app/agents/chat/nodes.py:1（2028 行）	shrink: nodes.py 超 1500 行方法红线，混装 13 个状态机节点 + prompt 构建器 + LLM 助手	prompt 构建器移入 prompts.py，LLM 重试助手移入 services/llm.py	L	certain
4	D1	frontend/src/components/business/ChatView.vue:1（1577 行，上轮 1539）	shrink: ChatView.vue SFC 超 1500 行且持续增长，script 数百行无 header 说明	流式/会话逻辑提取到 composables（已有 20 个 use* 先例）	L	certain
2	D1	backend/app/services/worker.py:1（1685 行，新增超线）+ llm.py:1（1554 行，无 docstring）+ 其余 14 个 >800 行文件	shrink: worker.py/llm.py 本轮新超 1500 行；19 个 >800 行文件均无『为什么这么大』内联说明	为超线文件补 docstring 说明规模成因与模块边界；llm.py 补模块 docstring	M	certain
2	D1	backend/app/services/pipeline/batch_v2.py（364 行；生产 import 0，仅测试 inspect.getsource 引用）	yagni: batch_v2.py 是仅被源码嗅探测试读取的 364 行生产死模块	把被断言的回归点固化为 fixtures/注释契约，或直接删除该模块	S	certain
2	D1	services/llm.py:890 _extract_json + llm_judge.py parse_json_* + unmerged_quality.py + clustering/experiments/memory_labels.py	shrink: LLM 输出容错 JSON 解析逻辑重复 ×4（llm_judge 已立项作共享归宿但未迁完）	llm_judge.parse_json_* 成为唯一实现，其余 3 处 import 复用	S	certain
2	D1	pyproject.toml（无 [tool.ruff]/[tool.mypy]）+ frontend/package.json（无 eslint/biome）+ frontend/tsconfig.json（仅 baseUrl/paths、无 strict）	shrink: 全仓 Python+Vue 零静态检查（220 py + 265 vue 文件），门禁只跑 test+compile+build+smoke	根 pyproject 加 [tool.ruff]+[tool.mypy]；frontend 加 eslint 或 biome；接进 check.sh；tsconfig 补 strict 或删空壳	M	certain
2	D14	services/email_service.py:81/159/216（datetime.now() 本地 naive）+ core/auth.py:84/106/127（tz-aware UTC）+ practice_review_service.py:16 + insights.py:479 + analytics.py:189 + docker-compose.yml 无 TZ env	时间处理混用 ×6：验证码到期本地 naive、JWT UTC aware、『今天』分桶在 UTC/本地间不一致（容器默认 UTC 掩盖问题）	统一后端 tz-aware UTC；到期比较改 datetime.now(timezone.utc)；『今天』分桶统一 UTC	M	needs-verification
2	D14	services/source_health.py _internal_counts(55-76)×6 + _collect_internal_urls(79-96) + db/queries.py build_bank_where_clause(134-148)	裸 except Exception: pass 吞错 ×7：来源健康诊断静默返回 0；岗位过滤子查询失败静默丢弃 position JOIN（无日志，虽不涉 owner 过滤）	catch 至少 logger.warning 记录异常；queries.py 兜底仅限缺列场景并加降级日志	S	certain
1	D14	backend/app/routers/practice.py evaluate_answer（文档化 except Exception: logger.warning）	练习历史落库全部失败吞成 warning：自评照常返回但记录可能整块丢失且用户无感知	收窄 catch 至可预期 DB 错误并 logger.exception（含 user/question_id）；记录失败重试一次	S	probable
4	D14	backend/app/db/migrations/auth.py:86-87（users.email 无 UNIQUE）+ routers/auth.py:668 _check_email_exists 后 INSERT	check-then-act TOCTOU 仍开放：users.email 无唯一约束，uvicorn --workers 2 下并发注册可产生重复邮箱账号（上轮 🔴 未修）	users.email 加 UNIQUE index（SQLite 允许多 NULL），_insert_user 捕获 IntegrityError 返回 409	S	certain
2	D14	backend/app/services/email_service.py:215-230 verify_code（SELECT→比对→_mark_code_used 无 used=0 门控）	验证码双用竞态仍存在：2 worker 并发验证同一 code 两次都返回 True	_mark_code_used 改为 UPDATE ... WHERE used=0 并检查 rowcount 决定返回值	S	certain
2	D14	backend/app/services/fts_service.py:70-110 _idf_cache（模块级缓存永不失效，sync/delete 不重置）	FTS IDF 缓存永不失效：题目增删后 RRF 权重永久陈旧（上轮 🟡 未修）	sync_fts_entry/delete_fts_entry 与批量重建时重置 _idf_cache	S	certain
4	D4	backend/app/services/clustering/experiments/{reranker_cross_encoder_eval.py:24, vector_rerank_eval.py:25, embedding_recompute_eval.py:24, draw_questions_eval.py:26} + git 历史（78c77d0/e6f4f0d/95fcf63, 2026-08-06）	SiliconFlow API key 硬编码在 4 个实验脚本（当前工作树）且进入 git 历史；该 key 曾用于生产 embedding 切换，可能仍有效（有效性需-验证）；仓库同时推送 gitee+github 远端	立即在 SiliconFlow 控制台轮换该 key；删除 4 处字面量改读 env；用 git filter-repo 清洗历史（或确认远端私有后仅轮换+删字面量）	M	certain
3	D4	backend/app/.env（生产 ADMIN_PASSWORD 长度 8）	生产管理员密码仅 8 字符（.env 实测长度），弱口令可被爆破，且 admin 路由面大	改用 ≥16 字符随机密码并轮换；core/auth.py 对 ADMIN_PASSWORD 增加长度校验	S	certain
3	D4	pyproject.toml:17 python-jose（2021 停更）+ 传递 python-ecdsa（CVE-2024-23342）	全部 token 签发/校验依赖弃维护库（上轮 🟡 未修），python-ecdsa 有公开 CVE	迁移 PyJWT（单一签发/校验点，保持 HS256/issuer/require_sub）	M	certain
3	D4	pyproject.toml:15-16 passlib 1.7.4（2020 停更）迫使 bcrypt<4.1 冻结	密码哈希库弃维护且锁死 bcrypt 生态（上轮 🟡 未修）	迁移 argon2-cffi 或 bcrypt 直连（去掉 passlib 包装），解除 bcrypt 冻结	M	certain
3	D4	backend/app/services/email_service.py:195-230 verify_code（无每邮箱失败计数/锁定）	6 位数字验证码仅 IP 级限流，无 per-email 尝试锁定，可分布式爆破接管邮箱绑定/重置（上轮 🟡 未修）	verify_code 增加按 email+purpose 失败计数，5 次失败作废 code；验证码改 8 位	S	certain
3	D4	backend/app/db/operations.py（用户 LLM/search API key 落库处）+ routers/profile_pkg/llm.py:114	用户自带 LLM/搜索 API key 明文落库无加密（上轮 🟡 未修）；oauth-gateway 仍以 :ro 挂生产 data 卷	Fernet 加密 api_key 字段（env 派生密钥），读取时解密；评估撤销 oauth-gateway DB 挂载	M	certain
2	D4	backend/app/db/queries.py:89 f"...i.owner_id = {user_id}"	user_id 以 f-string 直插 SQL（值来自 JWT 认证上下文，非注入点，但无 int 强制）	改为参数化或 int(user_id) 前置强转	S	certain
3	D5	backend/app/routers/{answers,chat,practice,coding}.py LLM 消耗型端点	LLM 消耗端点无按用户配额/速率门禁：开放注册 + 全局 OPENAI_API_KEY fallback 可无限烧运营方预算（上轮 🟡 未修）	LLM 调用前置 per-user 每日 token/次数配额，或移除未配置用户的全局 key fallback	M	certain
2	D13	docker-compose.yml oauth-gateway 段 GATEWAY_BASE_URL=${GATEWAY_BASE_URL:-https://81.71.140.248}	compose 兜底硬编码生产公网 IP：新部署 OAuth discovery/回调默认指向生产站（配置泄漏 + fresh-clone 错误指向）	去掉 IP 兜底改必填校验，或默认 localhost 提示；生产 IP 不出现于 compose 默认值	S	certain
1	D2	README.md:194（声称 JWT_SECRET 自动生成）vs backend/.env.example:19（静态占位）	README 与 .env.example 对 JWT_SECRET 的行为描述矛盾（D13 🔴 的一部分，单独记账便于文档修复）	随 D13 修复统一：README 明确『未设 JWT_SECRET 时自动生成写回 .env』	S	certain
1	D11	backend/.env.example（仅存于 backend/，根目录无）	第三方密钥清单可发现性弱：.env.example 只在 backend/ 未入根，不利于审计第三方依赖（合规配套）	视需要补根 .env.example 或在 data-flow 文档列明用到密钥的第三方	S	probable
